Analysis id 1020	Stable id 1023	Band 1027
2	OTTHUMG00000156627	p21.31
2	OTTHUMG00000133543	p21.31
2	OTTHUMG00000133540	p21.31
2	OTTHUMG00000156671	p21.31
2	OTTHUMG00000133538	p21.31
2	OTTHUMG00000156672	p21.31
2	OTTHUMG00000133547	p21.31
2	OTTHUMG00000156717	p21.31
2	OTTHUMG00000156716	p21.31
2	OTTHUMG00000074057	p21.31
2	OTTHUMG00000133546	p21.31
2	OTTHUMG00000156748	p21.31
2	OTTHUMG00000156773	p21.31
2	OTTHUMG00000156771	p21.31
2	OTTHUMG00000156772	p21.31
2	OTTHUMG00000156774	p21.31
2	OTTHUMG00000133611	p21.31
2	OTTHUMG00000156807	p21.31
2	OTTHUMG00000156815	p21.31
2	OTTHUMG00000156814	p21.31
2	OTTHUMG00000156816	p21.31
2	OTTHUMG00000155920	p21.31
2	OTTHUMG00000156818	p21.31
2	OTTHUMG00000156819	p21.31
2	OTTHUMG00000156825	p21.31
2	OTTHUMG00000156837	p21.31
2	OTTHUMG00000156838	p21.31
2	OTTHUMG00000156844	p21.31
2	OTTHUMG00000156846	p21.31
2	OTTHUMG00000156847	p21.31
2	OTTHUMG00000156868	p21.31
2	OTTHUMG00000156848	p21.31
2	OTTHUMG00000156869	p21.31
2	OTTHUMG00000156881	p21.31
2	OTTHUMG00000133750	p21.31
2	OTTHUMG00000156880	p21.31
2	OTTHUMG00000156882	p21.31
2	OTTHUMG00000155918	p21.31
2	OTTHUMG00000155919	p21.31
2	OTTHUMG00000156891	p21.31
2	OTTHUMG00000158152	p21.31
2	OTTHUMG00000158151	p21.31
2	OTTHUMG00000158197	p21.31
2	OTTHUMG00000158196	p21.31
2	OTTHUMG00000158199	p21.31
2	OTTHUMG00000158198	p21.31
2	OTTHUMG00000158268	p21.31
2	OTTHUMG00000158267	p21.31
2	OTTHUMG00000158269	p21.31
2	OTTHUMG00000158288	p21.31
2	OTTHUMG00000154689	p21.31
2	OTTHUMG00000156709	p21.31
2	OTTHUMG00000156715	p21.31
2	OTTHUMG00000156735	p21.31
2	OTTHUMG00000156737	p21.31
2	OTTHUMG00000156736	p21.31
2	OTTHUMG00000156785	p21.31
2	OTTHUMG00000156795	p21.31
2	OTTHUMG00000156806	p21.31
2	OTTHUMG00000156808	p21.31
2	OTTHUMG00000156764	p21.31
2	OTTHUMG00000156940	p21.31
2	OTTHUMG00000156937	p21.31
2	OTTHUMG00000156955	p21.31
2	OTTHUMG00000156970	p21.31
2	OTTHUMG00000156938	p21.31
2	OTTHUMG00000156935	p21.31
2	OTTHUMG00000156936	p21.31
2	OTTHUMG00000156939	p21.31
2	OTTHUMG00000156941	p21.31
2	OTTHUMG00000156876	p21.31
2	OTTHUMG00000156877	p21.31
2	OTTHUMG00000149958	p21.31
2	OTTHUMG00000156875	p21.31
2	OTTHUMG00000156874	p21.31
2	OTTHUMG00000156864	p21.31
2	OTTHUMG00000156813	p21.31
2	OTTHUMG00000044212	p21.31
2	OTTHUMG00000156887	p21.31
2	OTTHUMG00000156854	p21.2
2	OTTHUMG00000156849	p21.2
2	OTTHUMG00000156853	p21.2
2	OTTHUMG00000156850	p21.2
2	OTTHUMG00000156892	p21.2
2	OTTHUMG00000156855	p21.2
2	OTTHUMG00000156851	p21.2
2	OTTHUMG00000156856	p21.2
2	OTTHUMG00000156852	p21.2
2	OTTHUMG00000156897	p21.2
2	OTTHUMG00000156896	p21.2
2	OTTHUMG00000156895	p21.2
2	OTTHUMG00000152936	p21.2
2	OTTHUMG00000156901	p21.2
2	OTTHUMG00000156902	p21.2
2	OTTHUMG00000156908	p21.2
2	OTTHUMG00000156909	p21.2
2	OTTHUMG00000156910	p21.2
2	OTTHUMG00000156914	p21.2
2	OTTHUMG00000156912	p21.2
2	OTTHUMG00000156913	p21.2
2	OTTHUMG00000156930	p21.2
2	OTTHUMG00000156931	p21.2
2	OTTHUMG00000157367	p21.2
2	OTTHUMG00000157366	p21.2
2	OTTHUMG00000157816	p21.2
2	OTTHUMG00000157818	p21.2
2	OTTHUMG00000161549	p21.2
2	OTTHUMG00000157815	p21.2
2	OTTHUMG00000155262	p21.2
2	OTTHUMG00000157819	p21.2
2	OTTHUMG00000157817	p21.2
2	OTTHUMG00000157814	p21.2
2	OTTHUMG00000158108	p21.2
2	OTTHUMG00000158106	p21.2
2	OTTHUMG00000162044	p21.2
2	OTTHUMG00000158105	p21.2
2	OTTHUMG00000158107	p21.2
2	OTTHUMG00000153046	p21.2
2	OTTHUMG00000150391	p21.1
2	OTTHUMG00000158380	p21.1
2	OTTHUMG00000158379	p21.1
2	OTTHUMG00000158378	p21.1
2	OTTHUMG00000158377	p21.1
2	OTTHUMG00000158392	p21.1
2	OTTHUMG00000158495	p21.1
2	OTTHUMG00000158570	p21.1
2	OTTHUMG00000158572	p21.1
2	OTTHUMG00000158571	p21.1
2	OTTHUMG00000158574	p21.1
2	OTTHUMG00000158626	p21.1
2	OTTHUMG00000158726	p21.1
2	OTTHUMG00000152663	p21.1
2	OTTHUMG00000158752	p21.1
2	OTTHUMG00000158759	p21.1
2	OTTHUMG00000154930	p21.1
2	OTTHUMG00000158836	p21.1
2	OTTHUMG00000150312	p21.1
2	OTTHUMG00000158956	p21.1
2	OTTHUMG00000159023	p21.1
2	OTTHUMG00000159024	p21.1
2	OTTHUMG00000158983	p21.1
2	OTTHUMG00000150346	p21.1
2	OTTHUMG00000160756	p21.1
2	OTTHUMG00000159046	p21.1
2	OTTHUMG00000159052	p21.1
2	OTTHUMG00000159078	p21.1
2	OTTHUMG00000159077	p21.1
2	OTTHUMG00000074035	p21.1
2	OTTHUMG00000133659	p21.1
2	OTTHUMG00000158192	p21.1
2	OTTHUMG00000158193	p21.1
2	OTTHUMG00000157294	p21.1
2	OTTHUMG00000158278	p21.1
2	OTTHUMG00000158281	p21.1
2	OTTHUMG00000158280	p21.1
2	OTTHUMG00000158279	p21.1
2	OTTHUMG00000158656	p21.1
2	OTTHUMG00000158459	p21.1
2	OTTHUMG00000158580	p21.1
2	OTTHUMG00000157295	p14.3
2	OTTHUMG00000158579	p14.3
2	OTTHUMG00000158578	p14.3
2	OTTHUMG00000158357	p14.3
2	OTTHUMG00000158362	p14.3
2	OTTHUMG00000158359	p14.3
2	OTTHUMG00000158360	p14.3
2	OTTHUMG00000158358	p14.3
2	OTTHUMG00000158361	p14.3
2	OTTHUMG00000158382	p14.3
2	OTTHUMG00000158383	p14.3
2	OTTHUMG00000158390	p14.3
2	OTTHUMG00000162604	p14.3
2	OTTHUMG00000155748	p14.3
2	OTTHUMG00000158827	p14.3
2	OTTHUMG00000158857	p14.3
2	OTTHUMG00000158863	p14.3
2	OTTHUMG00000158862	p14.3
2	OTTHUMG00000150171	p14.3
2	OTTHUMG00000157296	p14.3
2	OTTHUMG00000158597	p14.3
2	OTTHUMG00000133756	p14.3
2	OTTHUMG00000158602	p14.3
2	OTTHUMG00000158600	p14.3
2	OTTHUMG00000158598	p14.3
2	OTTHUMG00000158603	p14.3
2	OTTHUMG00000157298	p14.3
2	OTTHUMG00000158599	p14.3
2	OTTHUMG00000158601	p14.3
2	OTTHUMG00000158639	p14.3
2	OTTHUMG00000158638	p14.3
2	OTTHUMG00000158637	p14.3
2	OTTHUMG00000133764	p14.3
2	OTTHUMG00000158640	p14.3
2	OTTHUMG00000159158	p14.3
2	OTTHUMG00000159156	p14.3
2	OTTHUMG00000159153	p14.3
2	OTTHUMG00000159150	p14.3
2	OTTHUMG00000159152	p14.3
2	OTTHUMG00000159149	p14.3
2	OTTHUMG00000159157	p14.3
2	OTTHUMG00000159161	p14.3
2	OTTHUMG00000159154	p14.3
2	OTTHUMG00000157303	p14.3
2	OTTHUMG00000159159	p14.2
2	OTTHUMG00000159155	p14.3
2	OTTHUMG00000159160	p14.3
2	OTTHUMG00000159148	p14.2
2	OTTHUMG00000159151	p14.2
2	OTTHUMG00000159203	p14.2
2	OTTHUMG00000159199	p14.2
2	OTTHUMG00000159200	p14.2
2	OTTHUMG00000159201	p14.2
2	OTTHUMG00000159202	p14.2
2	OTTHUMG00000158591	p14.2
2	OTTHUMG00000158652	p14.2
2	OTTHUMG00000158654	p14.2
2	OTTHUMG00000158655	p14.2
2	OTTHUMG00000158653	p14.2
2	OTTHUMG00000158660	p14.2
2	OTTHUMG00000157304	p14.2
2	OTTHUMG00000158659	p14.2
2	OTTHUMG00000158658	p14.2
2	OTTHUMG00000158657	p14.2
2	OTTHUMG00000158704	p14.2
2	OTTHUMG00000158705	p14.2
2	OTTHUMG00000158651	p14.2
2	OTTHUMG00000157307	p14.2
2	OTTHUMG00000157308	p14.2
2	OTTHUMG00000158701	p14.2
2	OTTHUMG00000158702	p14.2
2	OTTHUMG00000158703	p14.2
2	OTTHUMG00000158699	p14.2
2	OTTHUMG00000158700	p14.2
2	OTTHUMG00000158766	p14.2
2	OTTHUMG00000155878	p14.1
2	OTTHUMG00000158761	p14.1
2	OTTHUMG00000158767	p14.1
2	OTTHUMG00000158760	p14.1
2	OTTHUMG00000158763	p14.1
2	OTTHUMG00000158764	p14.1
2	OTTHUMG00000158765	p14.1
2	OTTHUMG00000158762	p14.1
2	OTTHUMG00000158788	p14.1
2	OTTHUMG00000158790	p14.1
2	OTTHUMG00000158789	p14.1
2	OTTHUMG00000158793	p14.1
2	OTTHUMG00000158792	p14.1
2	OTTHUMG00000158794	p14.1
2	OTTHUMG00000158795	p14.1
2	OTTHUMG00000158710	p14.1
2	OTTHUMG00000158709	p14.1
2	OTTHUMG00000158722	p14.1
2	OTTHUMG00000158723	p14.1
2	OTTHUMG00000158725	p14.1
2	OTTHUMG00000158734	p14.1
2	OTTHUMG00000157554	p14.1
2	OTTHUMG00000158735	p14.1
2	OTTHUMG00000157309	p14.1
2	OTTHUMG00000158737	p14.1
2	OTTHUMG00000158733	p14.1
2	OTTHUMG00000149917	p14.1
2	OTTHUMG00000158727	p14.1
2	OTTHUMG00000157313	p14.1
2	OTTHUMG00000158779	p14.1
2	OTTHUMG00000158741	p14.1
2	OTTHUMG00000158740	p14.1
2	OTTHUMG00000158738	p14.1
2	OTTHUMG00000158739	p14.1
2	OTTHUMG00000158745	p14.1
2	OTTHUMG00000158747	p14.1
2	OTTHUMG00000158746	p14.1
2	OTTHUMG00000157314	p14.1
2	OTTHUMG00000158743	p14.1
2	OTTHUMG00000158744	p14.1
2	OTTHUMG00000156279	p14.1
2	OTTHUMG00000158770	p14.1
2	OTTHUMG00000158771	p14.1
2	OTTHUMG00000154325	p14.1
2	OTTHUMG00000158773	p14.1
2	OTTHUMG00000158774	p14.1
2	OTTHUMG00000158772	p14.1
2	OTTHUMG00000158769	p14.1
2	OTTHUMG00000158768	p14.1
2	OTTHUMG00000159016	p14.1
2	OTTHUMG00000159018	p14.1
2	OTTHUMG00000149921	p14.1
2	OTTHUMG00000159017	p13
2	OTTHUMG00000158799	p13
2	OTTHUMG00000158801	p13
2	OTTHUMG00000158802	p13
2	OTTHUMG00000158798	p13
2	OTTHUMG00000158803	p13
2	OTTHUMG00000158800	p13
2	OTTHUMG00000158796	p13
2	OTTHUMG00000158797	p13
2	OTTHUMG00000158810	p13
2	OTTHUMG00000158809	p13
2	OTTHUMG00000158787	p13
2	OTTHUMG00000158784	p13
2	OTTHUMG00000158785	p13
2	OTTHUMG00000158786	p13
2	OTTHUMG00000159724	p13
2	OTTHUMG00000159723	p13
2	OTTHUMG00000159190	p13
2	OTTHUMG00000159191	p13
2	OTTHUMG00000158824	p13
2	OTTHUMG00000158814	p13
2	OTTHUMG00000158782	p13
2	OTTHUMG00000158817	p13
2	OTTHUMG00000158815	p13
2	OTTHUMG00000158783	p13
2	OTTHUMG00000158816	p13
2	OTTHUMG00000158866	p13
2	OTTHUMG00000158865	p13
2	OTTHUMG00000158864	p13
2	OTTHUMG00000158837	p13
2	OTTHUMG00000158832	p13
2	OTTHUMG00000158838	p13
2	OTTHUMG00000158812	p13
2	OTTHUMG00000158811	p13
2	OTTHUMG00000158813	p12.3
2	OTTHUMG00000158821	p12.3
2	OTTHUMG00000158819	p12.3
2	OTTHUMG00000158822	p12.3
2	OTTHUMG00000158820	p12.3
2	OTTHUMG00000158823	p12.3
2	OTTHUMG00000158818	p12.3
2	OTTHUMG00000158856	p12.3
2	OTTHUMG00000158854	p12.3
2	OTTHUMG00000158850	p12.3
2	OTTHUMG00000158851	p12.3
2	OTTHUMG00000158855	p12.3
2	OTTHUMG00000158849	p12.3
2	OTTHUMG00000158853	p12.3
2	OTTHUMG00000157316	p12.3
2	OTTHUMG00000158848	p12.3
2	OTTHUMG00000158852	p12.3
2	OTTHUMG00000158960	p12.3
2	OTTHUMG00000157322	p12.3
2	OTTHUMG00000158959	p12.3
2	OTTHUMG00000158964	p12.3
2	OTTHUMG00000158963	p12.3
2	OTTHUMG00000158962	p12.3
2	OTTHUMG00000158961	p12.3
2	OTTHUMG00000158965	p12.3
2	OTTHUMG00000158935	p12.3
2	OTTHUMG00000158861	p12.3
2	OTTHUMG00000158867	p12.3
2	OTTHUMG00000158840	p12.3
2	OTTHUMG00000158839	p12.3
2	OTTHUMG00000158945	p12.3
2	OTTHUMG00000158844	p12.3
2	OTTHUMG00000158843	p12.2
2	OTTHUMG00000157326	p12.3
2	OTTHUMG00000158930	p12.2
2	OTTHUMG00000158929	p12.2
2	OTTHUMG00000158931	p12.2
2	OTTHUMG00000158936	p12.2
2	OTTHUMG00000158943	p12.2
2	OTTHUMG00000158944	p12.2
2	OTTHUMG00000158949	p12.2
2	OTTHUMG00000158948	p12.2
2	OTTHUMG00000158980	p12.2
2	OTTHUMG00000158979	p12.2
2	OTTHUMG00000158978	p12.2
2	OTTHUMG00000159004	p12.2
2	OTTHUMG00000159003	p12.2
2	OTTHUMG00000159005	p12.2
2	OTTHUMG00000159007	p12.2
2	OTTHUMG00000158946	p12.2
2	OTTHUMG00000157328	p12.2
2	OTTHUMG00000158947	p12.2
2	OTTHUMG00000158955	p12.1
2	OTTHUMG00000158981	p12.1
2	OTTHUMG00000158977	p12.1
2	OTTHUMG00000159058	p12.1
2	OTTHUMG00000158990	p12.1
2	OTTHUMG00000158988	p12.1
2	OTTHUMG00000158991	p12.1
2	OTTHUMG00000158987	p12.1
2	OTTHUMG00000158989	p12.1
2	OTTHUMG00000158994	p12.1
2	OTTHUMG00000158995	p12.1
2	OTTHUMG00000158984	p12.1
2	OTTHUMG00000158985	p12.1
2	OTTHUMG00000158982	p11.2
2	OTTHUMG00000158992	p11.2
2	OTTHUMG00000158986	p11.2
2	OTTHUMG00000158993	p11.2
2	OTTHUMG00000159001	p11.2
2	OTTHUMG00000159002	p11.2
2	OTTHUMG00000159008	p11.1
2	OTTHUMG00000159009	p11.1
2	OTTHUMG00000159122	p11.1
2	OTTHUMG00000159062	p11.1
2	OTTHUMG00000159097	p11.1
2	OTTHUMG00000155752	p11.1
2	OTTHUMG00000159134	p11.1
2	OTTHUMG00000159043	p11.1
2	OTTHUMG00000159041	p11.1
2	OTTHUMG00000159037	p11.1
2	OTTHUMG00000159042	p11.1
2	OTTHUMG00000159040	p11.1
2	OTTHUMG00000159039	p11.1
2	OTTHUMG00000159038	p11.1
2	OTTHUMG00000159045	p11.1
2	OTTHUMG00000150354	q11.1
2	OTTHUMG00000159012	q11.1
2	OTTHUMG00000159010	q11.1
2	OTTHUMG00000159013	q11.1
2	OTTHUMG00000159014	q11.1
2	OTTHUMG00000159025	q11.1
2	OTTHUMG00000159011	q11.1
2	OTTHUMG00000159026	q11.1
2	OTTHUMG00000159019	q11.2
2	OTTHUMG00000159022	q11.2
2	OTTHUMG00000159020	q11.2
2	OTTHUMG00000159021	q11.2
2	OTTHUMG00000157329	q11.2
2	OTTHUMG00000159027	q11.2
2	OTTHUMG00000159028	q11.2
2	OTTHUMG00000159029	q11.2
2	OTTHUMG00000157331	q11.2
2	OTTHUMG00000159186	q11.2
2	OTTHUMG00000159188	q11.2
2	OTTHUMG00000159208	q11.2
2	OTTHUMG00000160108	q11.2
2	OTTHUMG00000159189	q11.2
2	OTTHUMG00000159187	q11.2
2	OTTHUMG00000160107	q11.2
2	OTTHUMG00000159135	q11.2
2	OTTHUMG00000160086	q11.2
2	OTTHUMG00000154300	q11.2
2	OTTHUMG00000160083	q11.2
2	OTTHUMG00000160118	q11.2
2	OTTHUMG00000160069	q11.2
2	OTTHUMG00000160082	q11.2
2	OTTHUMG00000160070	q11.2
2	OTTHUMG00000160079	q11.2
2	OTTHUMG00000160076	q11.2
2	OTTHUMG00000160112	q11.2
2	OTTHUMG00000160115	q11.2
2	OTTHUMG00000160116	q11.2
2	OTTHUMG00000160119	q11.2
2	OTTHUMG00000160117	q11.2
2	OTTHUMG00000160078	q11.2
2	OTTHUMG00000160080	q11.2
2	OTTHUMG00000154298	q11.2
2	OTTHUMG00000160081	q11.2
2	OTTHUMG00000160077	q11.2
2	OTTHUMG00000159797	q11.2
2	OTTHUMG00000160048	q11.2
2	OTTHUMG00000160049	q11.2
2	OTTHUMG00000160050	q11.2
2	OTTHUMG00000160016	q12.1
2	OTTHUMG00000160039	q11.2
2	OTTHUMG00000160020	q11.2
2	OTTHUMG00000160017	q11.2
2	OTTHUMG00000157332	q12.1
2	OTTHUMG00000159795	q12.1
2	OTTHUMG00000159044	q12.1
2	OTTHUMG00000159047	q12.1
2	OTTHUMG00000159051	q12.1
2	OTTHUMG00000151985	q12.1
2	OTTHUMG00000159061	q12.1
2	OTTHUMG00000159060	q12.1
2	OTTHUMG00000159398	q12.1
2	OTTHUMG00000159397	q12.1
2	OTTHUMG00000159412	q12.1
2	OTTHUMG00000159413	q12.1
2	OTTHUMG00000159418	q12.1
2	OTTHUMG00000148669	q12.1
2	OTTHUMG00000159054	q12.1
2	OTTHUMG00000159055	q12.1
2	OTTHUMG00000159056	q12.1
2	OTTHUMG00000159057	q12.1
2	OTTHUMG00000159067	q12.1
2	OTTHUMG00000159066	q12.2
2	OTTHUMG00000159065	q12.2
2	OTTHUMG00000159082	q12.2
2	OTTHUMG00000150327	q12.2
2	OTTHUMG00000159083	q12.2
2	OTTHUMG00000159084	q12.2
2	OTTHUMG00000159085	q12.2
2	OTTHUMG00000159094	q12.2
2	OTTHUMG00000159093	q12.2
2	OTTHUMG00000159092	q12.2
2	OTTHUMG00000159091	q12.3
2	OTTHUMG00000149927	q12.3
2	OTTHUMG00000159123	q12.3
2	OTTHUMG00000159124	q12.3
2	OTTHUMG00000159125	q12.3
2	OTTHUMG00000159114	q12.3
2	OTTHUMG00000159108	q12.3
2	OTTHUMG00000157333	q12.3
2	OTTHUMG00000157341	q12.3
2	OTTHUMG00000159133	q12.3
2	OTTHUMG00000159176	q12.3
2	OTTHUMG00000159146	q12.3
2	OTTHUMG00000159184	q12.3
2	OTTHUMG00000159162	q12.3
2	OTTHUMG00000159179	q12.3
2	OTTHUMG00000162582	q12.3
2	OTTHUMG00000159194	q12.3
2	OTTHUMG00000159212	q12.3
2	OTTHUMG00000159237	q12.3
2	OTTHUMG00000159229	q12.3
2	OTTHUMG00000159096	q12.3
2	OTTHUMG00000159095	q13.11
2	OTTHUMG00000159181	q13.11
2	OTTHUMG00000159180	q13.11
2	OTTHUMG00000159183	q13.11
2	OTTHUMG00000159182	q13.11
2	OTTHUMG00000159192	q13.11
2	OTTHUMG00000150654	q13.11
2	OTTHUMG00000159136	q13.11
2	OTTHUMG00000159196	q13.12
2	OTTHUMG00000159139	q13.12
2	OTTHUMG00000159166	q13.12
2	OTTHUMG00000159165	q13.12
2	OTTHUMG00000159164	q13.12
2	OTTHUMG00000159147	q13.12
2	OTTHUMG00000159145	q13.12
2	OTTHUMG00000159140	q13.12
2	OTTHUMG00000159144	q13.12
2	OTTHUMG00000159143	q13.12
2	OTTHUMG00000159141	q13.12
2	OTTHUMG00000159142	q13.12
2	OTTHUMG00000159167	q13.12
2	OTTHUMG00000159173	q13.12
2	OTTHUMG00000159172	q13.12
2	OTTHUMG00000159168	q13.12
2	OTTHUMG00000159169	q13.12
2	OTTHUMG00000150360	q13.12
2	OTTHUMG00000159195	q13.12
2	OTTHUMG00000159197	q13.12
2	OTTHUMG00000044216	q13.12
2	OTTHUMG00000159223	q13.13
2	OTTHUMG00000159224	q13.13
2	OTTHUMG00000159225	q13.13
2	OTTHUMG00000159226	q13.13
2	OTTHUMG00000157344	q13.13
2	OTTHUMG00000159233	q13.13
2	OTTHUMG00000159232	q13.13
2	OTTHUMG00000159394	q13.13
2	OTTHUMG00000159393	q13.13
2	OTTHUMG00000159198	q13.13
2	OTTHUMG00000159204	q13.13
2	OTTHUMG00000159209	q13.13
2	OTTHUMG00000159211	q13.13
2	OTTHUMG00000159205	q13.13
2	OTTHUMG00000159206	q13.13
2	OTTHUMG00000159207	q13.13
2	OTTHUMG00000159227	q13.13
2	OTTHUMG00000159222	q13.13
2	OTTHUMG00000159218	q13.13
2	OTTHUMG00000159214	q13.13
2	OTTHUMG00000159215	q13.13
2	OTTHUMG00000159217	q13.13
2	OTTHUMG00000159216	q13.13
2	OTTHUMG00000159213	q13.13
2	OTTHUMG00000159219	q13.13
2	OTTHUMG00000159220	q13.13
2	OTTHUMG00000159221	q13.13
2	OTTHUMG00000157345	q13.13
2	OTTHUMG00000159242	q13.13
2	OTTHUMG00000159244	q13.13
2	OTTHUMG00000159239	q13.13
2	OTTHUMG00000159240	q13.13
2	OTTHUMG00000159241	q13.13
2	OTTHUMG00000159243	q13.13
2	OTTHUMG00000159275	q13.13
2	OTTHUMG00000159276	q13.13
2	OTTHUMG00000074061	q13.2
2	OTTHUMG00000159278	q13.2
2	OTTHUMG00000159279	q13.2
2	OTTHUMG00000159277	q13.2
2	OTTHUMG00000159282	q13.2
2	OTTHUMG00000159280	q13.2
2	OTTHUMG00000159281	q13.2
2	OTTHUMG00000159228	q13.2
2	OTTHUMG00000157148	q13.2
2	OTTHUMG00000159230	q13.2
2	OTTHUMG00000159231	q13.2
2	OTTHUMG00000159245	q13.2
2	OTTHUMG00000159238	q13.2
2	OTTHUMG00000159246	q13.2
2	OTTHUMG00000159248	q13.2
2	OTTHUMG00000159250	q13.2
2	OTTHUMG00000159255	q13.2
2	OTTHUMG00000159249	q13.2
2	OTTHUMG00000159260	q13.2
2	OTTHUMG00000159263	q13.2
2	OTTHUMG00000159265	q13.2
2	OTTHUMG00000159266	q13.2
2	OTTHUMG00000159320	q13.2
2	OTTHUMG00000159267	q13.2
2	OTTHUMG00000159283	q13.2
2	OTTHUMG00000159298	q13.2
2	OTTHUMG00000159268	q13.2
2	OTTHUMG00000159286	q13.2
2	OTTHUMG00000159327	q13.2
2	OTTHUMG00000159324	q13.2
2	OTTHUMG00000159262	q13.2
2	OTTHUMG00000159355	q13.2
2	OTTHUMG00000159305	q13.2
2	OTTHUMG00000159259	q13.2
2	OTTHUMG00000159269	q13.2
2	OTTHUMG00000159300	q13.2
2	OTTHUMG00000159261	q13.2
2	OTTHUMG00000159299	q13.2
2	OTTHUMG00000150326	q13.2
2	OTTHUMG00000159322	q13.2
2	OTTHUMG00000159294	q13.2
2	OTTHUMG00000159296	q13.2
2	OTTHUMG00000159295	q13.2
2	OTTHUMG00000159297	q13.2
2	OTTHUMG00000159340	q13.31
2	OTTHUMG00000157350	q13.31
2	OTTHUMG00000159339	q13.31
2	OTTHUMG00000159341	q13.31
2	OTTHUMG00000159335	q13.31
2	OTTHUMG00000159337	q13.31
2	OTTHUMG00000159336	q13.31
2	OTTHUMG00000159338	q13.31
2	OTTHUMG00000159334	q13.31
2	OTTHUMG00000159333	q13.31
2	OTTHUMG00000159330	q13.31
2	OTTHUMG00000159332	q13.31
2	OTTHUMG00000159331	q13.31
2	OTTHUMG00000159366	q13.31
2	OTTHUMG00000159368	q13.31
2	OTTHUMG00000159367	q13.31
2	OTTHUMG00000159363	q13.31
2	OTTHUMG00000159365	q13.31
2	OTTHUMG00000159369	q13.31
2	OTTHUMG00000159364	q13.31
2	OTTHUMG00000159303	q13.31
2	OTTHUMG00000159302	q13.31
2	OTTHUMG00000133758	q13.31
2	OTTHUMG00000159304	q13.31
2	OTTHUMG00000159308	q13.31
2	OTTHUMG00000159307	q13.31
2	OTTHUMG00000159325	q13.31
2	OTTHUMG00000159328	q13.31
2	OTTHUMG00000159329	q13.31
2	OTTHUMG00000159347	q13.31
2	OTTHUMG00000159348	q13.31
2	OTTHUMG00000159530	q13.32
2	OTTHUMG00000159343	q13.32
2	OTTHUMG00000159344	q13.32
2	OTTHUMG00000159345	q13.32
2	OTTHUMG00000159346	q13.32
2	OTTHUMG00000159387	q13.32
2	OTTHUMG00000159386	q13.32
2	OTTHUMG00000159349	q13.32
2	OTTHUMG00000160109	q13.32
2	OTTHUMG00000159354	q13.32
2	OTTHUMG00000159358	q13.32
2	OTTHUMG00000159385	q13.32
2	OTTHUMG00000159362	q13.33
2	OTTHUMG00000157351	q13.33
2	OTTHUMG00000159360	q13.33
2	OTTHUMG00000159361	q13.33
2	OTTHUMG00000159379	q13.33
2	OTTHUMG00000159388	q13.33
2	OTTHUMG00000159419	q13.33
2	OTTHUMG00000159420	q13.33
2	OTTHUMG00000159425	q13.33
2	OTTHUMG00000157355	q13.33
2	OTTHUMG00000159438	q13.33
2	OTTHUMG00000159433	q13.33
2	OTTHUMG00000159422	q13.33
2	OTTHUMG00000159421	q13.33
2	OTTHUMG00000159400	q13.33
2	OTTHUMG00000159405	q13.33
2	OTTHUMG00000133765	q13.33
2	OTTHUMG00000159402	q13.33
2	OTTHUMG00000159403	q13.33
2	OTTHUMG00000159401	q13.33
2	OTTHUMG00000159406	q13.33
2	OTTHUMG00000159408	q13.33
2	OTTHUMG00000159407	q13.33
2	OTTHUMG00000159404	q13.33
2	OTTHUMG00000159439	q13.33
2	OTTHUMG00000159440	q13.33
2	OTTHUMG00000159664	q13.33
2	OTTHUMG00000157356	q13.33
2	OTTHUMG00000159442	q13.33
2	OTTHUMG00000159441	q13.33
2	OTTHUMG00000159668	q13.33
2	OTTHUMG00000159663	q13.33
2	OTTHUMG00000159665	q13.33
2	OTTHUMG00000159667	q13.33
2	OTTHUMG00000159666	q13.33
2	OTTHUMG00000159469	q13.33
2	OTTHUMG00000159426	q13.33
2	OTTHUMG00000159468	q13.33
2	OTTHUMG00000159467	q13.33
2	OTTHUMG00000159396	q13.33
2	OTTHUMG00000157358	q13.33
2	OTTHUMG00000159395	q13.33
2	OTTHUMG00000159410	q13.33
2	OTTHUMG00000159409	q13.33
2	OTTHUMG00000159411	q13.33
2	OTTHUMG00000128677	q13.33
2	OTTHUMG00000159424	q13.33
2	OTTHUMG00000159423	q13.33
2	OTTHUMG00000159481	q13.33
2	OTTHUMG00000159482	q13.33
2	OTTHUMG00000159491	q21.1
2	OTTHUMG00000159493	q21.1
2	OTTHUMG00000159488	q21.1
2	OTTHUMG00000159490	q21.1
2	OTTHUMG00000159494	q21.1
2	OTTHUMG00000159489	q21.1
2	OTTHUMG00000159492	q21.1
2	OTTHUMG00000159487	q21.1
2	OTTHUMG00000159522	q21.1
2	OTTHUMG00000159524	q21.1
2	OTTHUMG00000159523	q21.1
2	OTTHUMG00000159551	q21.1
2	OTTHUMG00000159552	q21.1
2	OTTHUMG00000159550	q21.1
2	OTTHUMG00000159553	q21.1
2	OTTHUMG00000140392	q21.1
2	OTTHUMG00000159558	q21.1
2	OTTHUMG00000159495	q21.1
2	OTTHUMG00000159517	q21.1
2	OTTHUMG00000159529	q21.1
2	OTTHUMG00000159536	q21.1
2	OTTHUMG00000141304	q21.1
2	OTTHUMG00000159965	q21.1
2	OTTHUMG00000153005	q21.1
2	OTTHUMG00000159556	q21.1
2	OTTHUMG00000125545	q21.1
2	OTTHUMG00000157359	q21.2
2	OTTHUMG00000159431	q21.2
2	OTTHUMG00000157361	q21.2
