Mart	Table	O/R	COLUMN NAME	INPUT SOURCE	BOOL?	Data type	Index
STGV	germline_sv__stgv__main:stgv_id_key		raw_data_repository	stgv_m		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		raw_data_accession	stgv_m		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		sv_id	stgv_p		varchar(64)	Y
STGV	germline_sv__stgv__main:stgv_id_key		placement	stgv_p		int(1)	
STGV	germline_sv__stgv__main:stgv_id_key		annotation	stgv_p		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		interpreted_annotation	stgv_p		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		variant_type	stgv_p		varchar(128)	
STGV	germline_sv__stgv__main:stgv_id_key		chr_from	stgv_p		varchar(32)	Y
STGV	germline_sv__stgv__main:stgv_id_key		chr_from_bkpt	stgv_p		int(1)	Y
STGV	germline_sv__stgv__main:stgv_id_key		chr_from_strand	stgv_p		int(1)	
STGV	germline_sv__stgv__main:stgv_id_key		chr_from_range	stgv_p		int(1)	
STGV	germline_sv__stgv__main:stgv_id_key		chr_from_flanking_seq	stgv_p		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		chr_to	stgv_p		varchar(32)	Y
STGV	germline_sv__stgv__main:stgv_id_key		chr_to_bkpt	stgv_p		int(1)	Y
STGV	germline_sv__stgv__main:stgv_id_key		chr_to_strand	stgv_p		int(1)	
STGV	germline_sv__stgv__main:stgv_id_key		chr_to_range	stgv_p		int(1)	
STGV	germline_sv__stgv__main:stgv_id_key		chr_to_flanking_seq	stgv_p		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		microhomology_sequence	stgv_p		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		non_templated_sequence	stgv_p		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		evidence	stgv_p		varchar(32)	
STGV	germline_sv__stgv__main:stgv_id_key		quality_score	stgv_p		int(1)	
STGV	germline_sv__stgv__main:stgv_id_key		probability	stgv_p		"float(3,2)"	
STGV	germline_sv__stgv__main:stgv_id_key		zygosity	stgv_p		varchar(32)	
STGV	germline_sv__stgv__main:stgv_id_key		validation_status	stgv_p		varchar(32)	
STGV	germline_sv__stgv__main:stgv_id_key		validation_platform	stgv_p		varchar(256)	
STGV	germline_sv__stgv__main:stgv_id_key		db_xref	stgv_p		varchar(256)	
Expression	exp__gene__main:gene_id_key		gene_id_key			int(1) unsigned	Y
Expression	exp__gene__main:gene_id_key	R	gene_stable_id	exp_g		varchar(32)	Y
Expression	exp__gene__main:gene_id_key	R	gene_chromosome	exp_g		varchar(32)	Y
Expression	exp__gene__main:gene_id_key	R	gene_start	exp_g		int(1)	Y
Expression	exp__gene__main:gene_id_key	R	gene_end	exp_g		int(1)	Y
Expression	exp__gene__main:gene_id_key	O	gene_strand	exp_g		int(1)	Y
Expression	exp__gene_exp__dm:gene_id_key		gene_id_key			int(1) unsigned	Y
Expression	exp__gene_exp__dm:gene_id_key	R	sample_id	exp_g		varchar(32)	Y
Expression	exp__gene_exp__dm:gene_id_key	R	normalized_read_count	exp_g	Y (r)	"float(12,5)"	Y
Expression	exp__gene_exp__dm:gene_id_key	R	raw_read_count	exp_g	Y (r)	int(1)	Y
Expression	exp__gene_exp__dm:gene_id_key	O	normalized_expression_level	exp_g	Y (r)	"float(12,5)"	Y
Expression	exp__gene_exp__dm:gene_id_key	O	fold_change	exp_g	Y (r)	"float(12,5)"	Y
Expression	exp__gene_exp__dm:gene_id_key	O	reference_sample	exp_g		varchar(32)	
Expression	exp__gene_exp__dm:gene_id_key	R	platform	exp_m	Y	varchar(256)	Y
Expression	exp__gene_exp__dm:gene_id_key	O	quality_score	exp_g	Y (r)	int(1)	Y
Expression	exp__gene_exp__dm:gene_id_key	O	probability	exp_g	Y (r)	"float(3,2)"	Y
Expression	exp__gene_exp__dm:gene_id_key	O	is_annotated	exp_g	Y	varchar(32)	Y
Expression	exp__gene_exp__dm:gene_id_key	R	validation_status	exp_g	Y	varchar(32)	Y
Expression	exp__gene_exp__dm:gene_id_key	O	validation_platform	exp_g	Y	varchar(256)	Y
Expression	exp__gene_exp__dm:gene_id_key	O	experimental_protocol	exp_m		varchar(256)	
Expression	exp__gene_exp__dm:gene_id_key	R	base_calling_algorithm	exp_m		varchar(256)	
Expression	exp__gene_exp__dm:gene_id_key	R	alignment_algorithm	exp_m		varchar(256)	
Expression	exp__gene_exp__dm:gene_id_key	R	normalization_algorithm	exp_m		varchar(256)	
Expression	exp__gene_exp__dm:gene_id_key	O	other_analysis_algorithm	exp_m		varchar(256)	
Expression	exp__gene_exp__dm:gene_id_key	O	seq_coverage	exp_m		"float(5,2)"	
Expression	exp__gene_exp__dm:gene_id_key	R	raw_data_repository	exp_m		varchar(64)	
Expression	exp__gene_exp__dm:gene_id_key	R	raw_data_accession	exp_m		varchar(64)	
Expression	exp__gene_exp__dm:gene_id_key	R	donor_id	exp_m		varchar(32)	Y
Expression	exp__gene_exp__dm:gene_id_key	R	diagnosis_id	exp_m		varchar(32)	Y
Expression	exp__gene_exp__dm:gene_id_key	O	probeset_id	exp_g		varchar(64)	Y
Expression	exp__gene_exp__dm:gene_id_key	R	analysis_id	exp_m/exp_g		varchar(32)	Y
miRNA	mirna__mirna__main:mirna_id_key		mirna_id_key			int(1) unsigned	Y
miRNA	mirna__mirna__main:mirna_id_key	O	xref_mirbase_id	mirna_s		varchar(32)	Y
miRNA	mirna__feature__main:feature_id_key:mirna_id_key:mirna__mirna__main		mirna_id_key			int(1) unsigned	Y
miRNA	mirna__feature__main:feature_id_key:mirna_id_key:mirna__mirna__main		feature_id_key			varchar(32)	Y
miRNA	mirna__feature__main:feature_id_key:mirna_id_key:mirna__mirna__main	R	mirna_seq	mirna_p/mirna_s		varchar(256)	Y
miRNA	mirna__feature__main:feature_id_key:mirna_id_key:mirna__mirna__main	R	chromosome	mirna_s		varchar(32)	Y
miRNA	mirna__feature__main:feature_id_key:mirna_id_key:mirna__mirna__main	R	chromosome_start	mirna_s		int(1)	Y
miRNA	mirna__feature__main:feature_id_key:mirna_id_key:mirna__mirna__main	R	chromosome_end	mirna_s		int(1)	Y
miRNA	mirna__feature__main:feature_id_key:mirna_id_key:mirna__mirna__main	O	chromosome_strand	mirna_s		int(1)	Y
miRNA	mirna__mirbase_transcript__dm:mirna_id_key		mirna_id_key			int(1) unsigned	Y
miRNA	mirna__mirbase_transcript__dm:mirna_id_key		transcript_id	gene__transcript		varchar(128)	Y
miRNA	mirna__mirbase_transcript__dm:mirna_id_key		overlap_type	gene__transcript		varchar(16)	
miRNA	mirna__mirbase_transcript__dm:mirna_id_key		number	gene__transcript		int(1)	
miRNA	mirna__mirbase_transcript__dm:mirna_id_key		transcript_source	gene__transcript		varchar(32)	
miRNA	mirna__mirbase_transcript__dm:mirna_id_key		transcript_name	gene__transcript		varchar(64)	
miRNA	mirna__expression__dm:feature_id_key		feature_id_key			int(1) unsigned	Y
miRNA	mirna__expression__dm:feature_id_key	R	normalized_read_count	mirna_p	Y (r)	"float(12,5)"	Y
miRNA	mirna__expression__dm:feature_id_key	R	raw_read_count	mirna_p	Y (r)	int(1)	Y
miRNA	mirna__expression__dm:feature_id_key	O	normalized_expression_level	mirna_p	Y (r)	"float(12,5)"	Y
miRNA	mirna__expression__dm:feature_id_key	O	fold_change	mirna_p	Y (r)	"float(3,2)"	Y
miRNA	mirna__expression__dm:feature_id_key	O	reference_sample	mirna_p		varchar(32)	
miRNA	mirna__expression__dm:feature_id_key	O	quality_score	mirna_p	Y (r)	int(1)	Y
miRNA	mirna__expression__dm:feature_id_key	O	probability	mirna_p	Y (r)	"float(3,2)"	Y
miRNA	mirna__expression__dm:feature_id_key	O	is_annotated	mirna_p	Y	varchar(32)	Y
miRNA	mirna__expression__dm:feature_id_key	R	platform	mirna_m	Y	varchar(256)	Y
miRNA	mirna__expression__dm:feature_id_key	R	validation_status	mirna_p	Y	varchar(32)	Y
miRNA	mirna__expression__dm:feature_id_key	O	validation_platform	mirna_p	Y	varchar(256)	Y
miRNA	mirna__expression__dm:feature_id_key	O	experimental_protocol	mirna_m		varchar(256)	
miRNA	mirna__expression__dm:feature_id_key	R	base_calling_algorithm	mirna_m		varchar(256)	
miRNA	mirna__expression__dm:feature_id_key	R	alignment_algorithm	mirna_m		varchar(256)	
miRNA	mirna__expression__dm:feature_id_key	R	normalization_algorithm	mirna_m		varchar(256)	
miRNA	mirna__expression__dm:feature_id_key	O	other_analysis_algorithm	mirna_m		varchar(256)	
miRNA	mirna__expression__dm:feature_id_key	O	seq_coverage	mirna_m		"float(5,2)"	
miRNA	mirna__expression__dm:feature_id_key	R	raw_data_repository	mirna_m		varchar(64)	
miRNA	mirna__expression__dm:feature_id_key	R	raw_data_accession	mirna_m		varchar(64)	
miRNA	mirna__expression__dm:feature_id_key	R	donor_id	mirna_m		varchar(32)	Y
miRNA	mirna__expression__dm:feature_id_key	R	diagnosis_id	mirna_m		varchar(32)	Y
miRNA	mirna__expression__dm:feature_id_key	R	sample_id	mirna_m		varchar(32)	Y
miRNA	mirna__expression__dm:feature_id_key	R	analysis_id	mirna_m		varchar(32)	Y
Junction	jcn__gene__main:gene_id_key		gene_id_key			int(1) unsigned	Y
Junction	jcn__gene__main:gene_id_key	R	gene_stable_id	jcn_p		varchar(32)	Y
Junction	jcn__gene__main:gene_id_key	R	gene_chromosome	jcn_p		varchar(32)	Y
Junction	jcn__gene__main:gene_id_key	R	gene_start	jcn_p		int(1)	Y
Junction	jcn__gene__main:gene_id_key	R	gene_end	jcn_p		int(1)	Y
Junction	jcn__gene__main:gene_id_key	O	gene_strand	jcn_p		int(1)	Y
Junction	jcn__expression__dm:gene_id_key		gene_id_key			int(1) unsigned	Y
Junction	jcn__expression__dm:gene_id_key	R	sample_id	jcn_p		varchar(32)	Y
Junction	jcn__expression__dm:gene_id_key	O	junction_id	jcn_p		varchar(128)	Y
Junction	jcn__expression__dm:gene_id_key	O	second_gene_stable_id	jcn_p		varchar(32)	Y
Junction	jcn__expression__dm:gene_id_key	R	exon1_chromosome	jcn_p		varchar(32)	
Junction	jcn__expression__dm:gene_id_key	R	exon1_number_bases	jcn_p		int(1) unsigned	
Junction	jcn__expression__dm:gene_id_key	R	exon1_end	jcn_p		int(1) unsigned	
Junction	jcn__expression__dm:gene_id_key	O	exon1_strand	jcn_p		int(1)	
Junction	jcn__expression__dm:gene_id_key	R	exon2_chromosome	jcn_p		varchar(32)	
Junction	jcn__expression__dm:gene_id_key	R	exon2_number_bases	jcn_p		int(1) unsigned	
Junction	jcn__expression__dm:gene_id_key	R	exon2_start	jcn_p		int(1) unsigned	
Junction	jcn__expression__dm:gene_id_key	O	exon2_strand	jcn_p		int(1)	
Junction	jcn__expression__dm:gene_id_key	O	is_fusion_gene	jcn_p	Y	varchar(4)	Y
Junction	jcn__expression__dm:gene_id_key	O	is_novel_splice_form	jcn_p	Y	varchar(4)	Y
Junction	jcn__expression__dm:gene_id_key	O	junction_seq	jcn_p		text	
Junction	jcn__expression__dm:gene_id_key	O	junction_type	jcn_p	Y	varchar(32)	Y
Junction	jcn__expression__dm:gene_id_key	R	junction_read_count	jcn_p	Y (r)	"float(12,5)"	Y
Junction	jcn__expression__dm:gene_id_key	R	platform	jcn_m	Y	varchar(256)	Y
Junction	jcn__expression__dm:gene_id_key	O	quality_score	jcn_p	Y (r)	int(1)	Y
Junction	jcn__expression__dm:gene_id_key	O	probability	jcn_p	Y (r)	"float(3,2)"	Y
Junction	jcn__expression__dm:gene_id_key	R	validation_status	jcn_p	Y	varchar(32)	Y
Junction	jcn__expression__dm:gene_id_key	O	validation_platform	jcn_p	Y	varchar(256)	Y
Junction	jcn__expression__dm:gene_id_key	O	experimental_protocol	jcn_m		varchar(256)	
Junction	jcn__expression__dm:gene_id_key	R	base_calling_algorithm	jcn_m		varchar(256)	
Junction	jcn__expression__dm:gene_id_key	R	alignment_algorithm	jcn_m		varchar(256)	
Junction	jcn__expression__dm:gene_id_key	R	normalization_algorithm	jcn_m		varchar(256)	
Junction	jcn__expression__dm:gene_id_key	O	other_analysis_algorithm	jcn_m		varchar(256)	
Junction	jcn__expression__dm:gene_id_key	O	seq_coverage	jcn_m		"float(5,2)"	
Junction	jcn__expression__dm:gene_id_key	R	raw_data_repository	jcn_m		varchar(64)	
Junction	jcn__expression__dm:gene_id_key	R	raw_data_accession	jcn_m		varchar(64)	
Junction	jcn__expression__dm:gene_id_key	R	donor_id	jcn_m		varchar(32)	Y
Junction	jcn__expression__dm:gene_id_key	R	diagnosis_id	jcn_m		varchar(32)	Y
Junction	jcn__expression__dm:gene_id_key	R	analysis_id	jcn_m/jcn_p		varchar(32)	Y
Methylation	meth__feature__main:methylation_id_key		methylation_id_key			int(1) unsigned	Y
Methylation	meth__feature__main:methylation_id_key	R	chromosome	meth_p		varchar(32)	Y
Methylation	meth__feature__main:methylation_id_key	R	chromosome_start	meth_p		int(1)	Y
Methylation	meth__feature__main:methylation_id_key	R	chromosome_end	meth_p		int(1)	Y
Methylation	meth__feature__main:methylation_id_key	O	chromosome_strand	meth_p		int(1)	Y
Methylation	meth__methylation__dm:methylation_id_key		methylation_id_key			int(1) unsigned	Y
Methylation	meth__methylation__dm:methylation_id_key	R	methylated_fragment_id	meth_p		varchar(64)	Y
Methylation	meth__methylation__dm:methylation_id_key	R	percent_methylation_1	meth_p	Y (r)	"float(10,9)"	Y
Methylation	meth__methylation__dm:methylation_id_key	R	percent_methylation_2	meth_p	Y (r)	"float(10,9)"	Y
Methylation	meth__methylation__dm:methylation_id_key	R	platform	meth_m	Y	varchar(256)	Y
Methylation	meth__methylation__dm:methylation_id_key	O	quality_score	meth_p	Y (r)	int(1)	Y
Methylation	meth__methylation__dm:methylation_id_key	O	probability	meth_p	Y (r)	"float(3,2)"	Y
Methylation	meth__methylation__dm:methylation_id_key	R	validation_status	meth_p	Y	varchar(32)	Y
Methylation	meth__methylation__dm:methylation_id_key	O	validation_platform	meth_p	Y	varchar(256)	Y
Methylation	meth__methylation__dm:methylation_id_key	R	gene_affected	meth_s		varchar(64)	Y
Methylation	meth__methylation__dm:methylation_id_key	O	experimental_protocol	meth_m		varchar(256)	
Methylation	meth__methylation__dm:methylation_id_key	R	base_calling_algorithm	meth_m		varchar(256)	
Methylation	meth__methylation__dm:methylation_id_key	R	alignment_algorithm	meth_m		varchar(256)	
Methylation	meth__methylation__dm:methylation_id_key	R	variation_calling_algorithm	meth_m		varchar(256)	
Methylation	meth__methylation__dm:methylation_id_key	O	other_analysis_algorithm	meth_m		varchar(256)	
Methylation	meth__methylation__dm:methylation_id_key	R	raw_data_repository	meth_m		varchar(64)	
Methylation	meth__methylation__dm:methylation_id_key	R	raw_data_accession	meth_m		varchar(64)	
Methylation	meth__methylation__dm:methylation_id_key	R	donor_id	meth_m		varchar(32)	Y
Methylation	meth__methylation__dm:methylation_id_key	R	diagnosis_id	meth_m		varchar(32)	Y
Methylation	meth__methylation__dm:methylation_id_key	R	tumour_sample_id	meth_m		varchar(32)	Y
Methylation	meth__methylation__dm:methylation_id_key	R	matched_sample_id	meth_m		varchar(32)	Y
Methylation	meth__methylation__dm:methylation_id_key	R	analysis_id	meth_m		varchar(32)	Y
Sample	sample__donor__main:donor_id_key		donor_id_key			int(1) unsigned	Y
Sample	sample__donor__main:donor_id_key	R	donor_id	dr		varchar(32)	Y
Sample	sample__donor__main:donor_id_key	R	biobank_id	dr		varchar(32)	Y
Sample	sample__donor__main:donor_id_key	R	gender	dr		varchar(6)	Y
Sample	sample__donor__main:donor_id_key	R	ethnicity	dr		varchar(64)	Y
Sample	sample__donor__main:donor_id_key	O	country_of_residence	dr		varchar(64)	Y
Sample	sample__donor__main:donor_id_key	O	city_and_state_of_residence	dr		varchar(64)	Y
Sample	sample__donor__main:donor_id_key	R	vital_status	dr		varchar(16)	Y
Sample	sample__donor__main:donor_id_key	R	age_at_recruitment	dr		int(1)	Y
Sample	sample__donor__main:donor_id_key	O	age_at_last_follow_up	dr		int(1)	Y
Sample	sample__donor__main:donor_id_key	O	age_at_death	dr		int(1)	Y
Sample	sample__donor__main:donor_id_key	O	age_at_relapse	dr		int(1)	Y
Sample	sample__donor__main:donor_id_key	R	relapse_type	dr		varchar(16)	Y
Sample	sample__donor__main:donor_id_key	R	disease_outcome	dr		varchar(32)	Y
Sample	sample__donor__main:donor_id_key	R	post_diagnosis_survival	dr		int(1)	Y
Sample	sample__donor__main:donor_id_key	O	quality_of_life_karnofsky	dr		int(1)	
Sample	sample__donor__main:donor_id_key	O	quality_of_life_ecog	dr		int(1)	
Sample	sample__donor__main:donor_id_key	R	family_history_of_cancer	dr		varchar(4)	Y
Sample	sample__donor__main:donor_id_key	R	exposure_to_risk_factors	dr		varchar(4)	Y
Sample	sample__donor__main:donor_id_key	R	tobacco	dr		varchar(16)	Y
Sample	sample__donor__main:donor_id_key	R	alcohol	dr		varchar(16)	Y
Sample	sample__donor__main:donor_id_key	O	environmental_exposure	dr		varchar(4)	Y
Sample	sample__donor__main:donor_id_key	O	clinical_trial	dr		varchar(256)	
Sample	sample__donor__main:donor_id_key	O	donor_record_release_date	dr		date	
Sample	sample__donor__main:donor_id_key	O	donor_record_created_date	dr		date	
Sample	sample__donor__main:donor_id_key	O	donor_record_last_update_date	dr		date	
Sample	sample__donor__main:donor_id_key	O	donor_record_notes	dr		text	
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main		donor_id_key			int(1) unsigned	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main		diagnosis_id_key			int(1) unsigned	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	R	diagnosis_id	dx		varchar(32)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	R	consent	dx		varchar(32)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	R	icd_10	dx		varchar(32)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	O	icd_o3	dx		varchar(64)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	R	therapy_type	dx		varchar(64)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	R	therapy_response	dx		varchar(32)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	O	therapy_start_date	dx		date	
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	O	therapy_end_date	dx		date	
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	O	date_of_examination	dx		date	
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	O	date_of_diagnosis	dx		date	
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	R	age_at_diagnosis	dx		int(1)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	R	clinical_staging	dx		varchar(4)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	R	clinical_t	dx		varchar(4)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	R	clinical_n	dx		varchar(4)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	R	clinical_m	dx		varchar(4)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	O	tumour_staging_other	dx		varchar(32)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	O	tumour_progress	dx		varchar(4)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	O	concomitant_disease	dx		varchar(32)	Y
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	O	diagnosis_record_release_date	dx		date	
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	O	diagnosis_record_created_date	dx		date	
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	O	diagnosis_record_last_update_date	dx		date	
Sample	sample__diagnosis__main:diagnosis_id_key:donor_id_key:sample__donor__main	O	diagnosis_record_notes	dx		text	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main		donor_id_key			int(1) unsigned	Y
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main		diagnosis_id_key			int(1) unsigned	Y
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main		sample_id_key			int(1) unsigned	Y
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	R	sample_id	sp		varchar(32)	Y
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	R	sample_id_provided_by_central_repo	sp		varchar(32)	Y
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	sample_name	sp		text	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	R	primary_secondary	sp		varchar(16)	Y
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	R	recurrent	sp		varchar(4)	Y
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	R	sample_type	sp		varchar(32)	Y
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	sample_collection_date	sp		date	Y
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	sample_collection_procedure	sp		varchar(64)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	sample_freezing_method	sp		varchar(32)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	tissue_fixation_protocol	sp		varchar(20)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	time_between_tissue_removal_and_fixation_or_freezing	sp		int(1)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	time_between_vascular_clamping_and_tissue_removal	sp		int(1)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	duration_of_transport	sp		int(1)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	temperature_during_transport	sp		int(1)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	R	storage_method	sp		varchar(32)	Y
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	initial_temperature_at_storage	sp		int(1)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	temperature_during_storage	sp		int(1)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	history_of_freezing_thawing	sp		varchar(32)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	R	quantity_on_hand	sp		"float(5,2)"	Y
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	R	grading_system_used	sp		varchar(32)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	R	tumour_grading	sp		varchar(4)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	digital_image_of_stained_section	sp		text	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	R	percent_intact_tumour_cells	sp		int(1)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	percent_necrotic_tissue	sp		int(1)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	percent_inflammatory_tissue	sp		int(1)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	percent_debris	sp		int(1)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	molecular_genetics_diagnostics	sp		varchar(32)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	name_of_pathologist	sp		varchar(128)	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	sample_record_release_date	sp		date	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	sample_record_created_date	sp		date	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	sample_record_last_update_date	sp		date	
Sample	sample__sample__main:sample_id_key:diagnosis_id_key:sample__diagnosis__main	O	sample_record_notes	sp		text	
Sample	sample__simple_somatic_mutation__dm:sample_id_key		sample_id_key			int(1) unsigned	Y
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	mutation_id	ssm_p/ssm_s		varchar(64)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	mutation_type	ssm_p	Y	varchar(64)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	control_genotype	ssm_p		varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	tumour_genotype	ssm_p		varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	mutation	ssm_p		varchar(512)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	quality_score	ssm_p	Y (r)	int(1)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	probability	ssm_p	Y (r)	"float(3,2)"	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	read_count	ssm_p	Y (r)	"float(5,2)"	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	is_annotated	ssm_p	Y	varchar(32)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	validation_status	ssm_p	Y	varchar(32)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	validation_platform	ssm_p	Y	varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	consequence_type	ssm_s	Y	varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	aa_mutation	ssm_s		varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	cds_mutation	ssm_s		varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	protein_domain_affected	ssm_s		varchar(64)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	gene_affected	ssm_s		varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	transcript_affected	ssm_s		text	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	platform	ssm_m	Y	varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	experimental_protocol	ssm_m		varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	base_calling_algorithm	ssm_m		varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	alignment_algorithm	ssm_m		varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	variation_calling_algorithm	ssm_m		varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	other_analysis_algorithm	ssm_m		varchar(256)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	O	seq_coverage	ssm_m		"float(5,2)"	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	raw_data_repository	ssm_m		varchar(64)	
Sample	sample__simple_somatic_mutation__dm:sample_id_key	R	raw_data_accession	ssm_m		varchar(64)	
Sample	sample__simple_germline_variation__dm:sample_id_key		sample_id_key			int(1) unsigned	Y
Sample	sample__simple_germline_variation__dm:sample_id_key	R	variation_id	sgv_p/sgv_s		varchar(64)	
Sample	sample__simple_germline_variation__dm:sample_id_key	R	variation_type	sgv_p	Y	varchar(64)	
Sample	sample__simple_germline_variation__dm:sample_id_key	R	control_genotype	sgv_p		varchar(256)	
